"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","padj","ontology"
"262","GO:0032272","negative regulation of protein polymerization",193,23,9.21,"5.1e-05",0.00268979282868526,"BP"
"263","GO:0006865","amino acid transport",120,17,5.72,"5.6e-05",0.00293015019762846,"BP"
"264","GO:0050877","nervous system process",959,73,45.74,"5.6e-05",0.00293015019762846,"BP"
"265","GO:0051606","detection of stimulus",195,23,9.3,"6.0e-05",0.00311482352941176,"BP"
"266","GO:0035372","protein localization to microtubule",30,8,1.43,"6.0e-05",0.00311482352941176,"BP"
"267","GO:0051016","barbed-end actin filament capping",110,16,5.25,"6.6e-05",0.003412921875,"BP"
"268","GO:0030001","metal ion transport",1117,82,53.28,"6.8e-05",0.00350266147859922,"BP"
"269","GO:0014888","striated muscle adaptation",122,17,5.82,"6.9e-05",0.00354039534883721,"BP"
"270","GO:0003418","growth plate cartilage chondrocyte differentiation",6,4,0.29,"7.1e-05",0.00361499230769231,"BP"
"271","GO:0032971","regulation of muscle filament sliding",6,4,0.29,"7.1e-05",0.00361499230769231,"BP"
"272","GO:0033273","response to vitamin",78,13,3.72,"7.6e-05",0.00385474329501916,"BP"
"273","GO:0015695","organic cation transport",58,11,2.77,"8.0e-05",0.00404213740458015,"BP"
"274","GO:0003097","renal water transport",11,5,0.52,"8.9e-05",0.00441266666666667,"BP"
"275","GO:0006833","water transport",11,5,0.52,"8.9e-05",0.00441266666666667,"BP"
"276","GO:0042359","vitamin D metabolic process",11,5,0.52,"8.9e-05",0.00441266666666667,"BP"
"277","GO:0060315","negative regulation of ryanodine-sensitive calcium-release channel activity",11,5,0.52,"8.9e-05",0.00441266666666667,"BP"
"278","GO:1901386","negative regulation of voltage-gated calcium channel activity",11,5,0.52,"8.9e-05",0.00441266666666667,"BP"
"279","GO:0043503","skeletal muscle fiber adaptation",17,6,0.81,"9.1e-05",0.00447828252788104,"BP"
"280","GO:0060052","neurofilament cytoskeleton organization",17,6,0.81,"9.1e-05",0.00447828252788104,"BP"
"281","GO:0006796","phosphate-containing compound metabolic process",3670,221,175.05,"9.4e-05",0.00460878518518519,"BP"
"282","GO:0032467","positive regulation of cytokinesis",102,15,4.87,"9.7e-05",0.00473832472324723,"BP"
"283","GO:0051781","positive regulation of cell division",150,19,7.15,"9.9e-05",0.00480059340659341,"BP"
"284","GO:0002088","lens development in camera-type eye",80,13,3.82,"9.9e-05",0.00480059340659341,"BP"
"285","GO:0090407","organophosphate biosynthetic process",666,54,31.77,"0.00011",0.00507379790940767,"BP"
"286","GO:0006500","N-terminal protein palmitoylation",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"287","GO:0009730","detection of carbohydrate stimulus",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"288","GO:0009732","detection of hexose stimulus",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"289","GO:0010615","positive regulation of cardiac muscle adaptation",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"290","GO:0034287","detection of monosaccharide stimulus",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"291","GO:0051594","detection of glucose",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"292","GO:0060254","regulation of N-terminal protein palmitoylation",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"293","GO:0060262","negative regulation of N-terminal protein palmitoylation",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"294","GO:0061006","regulation of cell proliferation involved in kidney morphogenesis",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"295","GO:0071798","response to prostaglandin D",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"296","GO:0071799","cellular response to prostaglandin D stimulus",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"297","GO:1903244","positive regulation of cardiac muscle hypertrophy in response to stress",3,3,0.14,"0.00011",0.00507379790940767,"BP"
"298","GO:0051926","negative regulation of calcium ion transport",60,11,2.86,"0.00011",0.00507379790940767,"BP"
"299","GO:0001501","skeletal system development",605,50,28.86,"0.00012",0.00549674740484429,"BP"
"300","GO:0050906","detection of stimulus involved in sensory perception",71,12,3.39,"0.00012",0.00549674740484429,"BP"
"301","GO:0034643","establishment of mitochondrion localization, microtubule-mediated",51,10,2.43,"0.00013",0.0058936301369863,"BP"
"302","GO:0047497","mitochondrion transport along microtubule",51,10,2.43,"0.00013",0.0058936301369863,"BP"
"303","GO:0051654","establishment of mitochondrion localization",51,10,2.43,"0.00013",0.0058936301369863,"BP"
"304","GO:0001704","formation of primary germ layer",129,17,6.15,"0.00014",0.00632532423208191,"BP"
"305","GO:1904825","protein localization to microtubule plus-end",12,5,0.57,"0.00015",0.00668585858585859,"BP"
"306","GO:1905725","protein localization to microtubule end",12,5,0.57,"0.00015",0.00668585858585859,"BP"
"307","GO:0070509","calcium ion import",52,10,2.48,"0.00015",0.00668585858585859,"BP"
"308","GO:0006793","phosphorus metabolic process",3700,221,176.48,"0.00015",0.00668585858585859,"BP"
"309","GO:0070345","negative regulation of fat cell proliferation",7,4,0.33,"0.00016",0.00710765100671141,"BP"
"310","GO:0018208","peptidyl-proline modification",74,12,3.53,"0.00019",0.00835621262458472,"BP"
"311","GO:0090398","cellular senescence",74,12,3.53,"0.00019",0.00835621262458472,"BP"
"312","GO:0007600","sensory perception",309,30,14.74,"0.00019",0.00835621262458472,"BP"
"313","GO:0042982","amyloid precursor protein metabolic process",97,14,4.63,"0.00020",0.00876688741721854,"BP"
"314","GO:0000038","very long-chain fatty acid metabolic process",54,10,2.58,"0.00021",0.00914467105263158,"BP"
"315","GO:0000083","regulation of transcription involved in G1/S transition of mitotic cell cycle",27,7,1.29,"0.00021",0.00914467105263158,"BP"
"316","GO:0051260","protein homooligomerization",226,24,10.78,"0.00022",0.00954872131147541,"BP"
"317","GO:0002295","T-helper cell lineage commitment",13,5,0.62,"0.00023",0.00988551948051948,"BP"
"318","GO:0051280","negative regulation of release of sequestered calcium ion into cytosol",13,5,0.62,"0.00023",0.00988551948051948,"BP"
"319","GO:1904528","positive regulation of microtubule binding",13,5,0.62,"0.00023",0.00988551948051948,"BP"
"320","GO:0030029","actin filament-based process",1856,121,88.53,"0.00025",0.0106758064516129,"BP"
"321","GO:1901137","carbohydrate derivative biosynthetic process",673,53,32.1,"0.00025",0.0106758064516129,"BP"
"322","GO:0006812","monoatomic cation transport",1184,83,56.47,"0.00028",0.0118802564102564,"BP"
"323","GO:0001654","eye development",391,35,18.65,"0.00028",0.0118802564102564,"BP"
"324","GO:0051259","protein complex oligomerization",302,29,14.4,"0.00029",0.0122652396166134,"BP"
"325","GO:0030316","osteoclast differentiation",78,12,3.72,"0.00031",0.0127446583850932,"BP"
"326","GO:0010459","negative regulation of heart rate",8,4,0.38,"0.00031",0.0127446583850932,"BP"
"327","GO:0015670","carbon dioxide transport",8,4,0.38,"0.00031",0.0127446583850932,"BP"
"328","GO:0050910","detection of mechanical stimulus involved in sensory perception of sound",8,4,0.38,"0.00031",0.0127446583850932,"BP"
"329","GO:0060354","negative regulation of cell adhesion molecule production",8,4,0.38,"0.00031",0.0127446583850932,"BP"
"330","GO:0070344","regulation of fat cell proliferation",8,4,0.38,"0.00031",0.0127446583850932,"BP"
"331","GO:0090660","cerebrospinal fluid circulation",8,4,0.38,"0.00031",0.0127446583850932,"BP"
"332","GO:0150063","visual system development",393,35,18.75,"0.00031",0.0127446583850932,"BP"
"333","GO:0048592","eye morphogenesis",177,20,8.44,"0.00031",0.0127446583850932,"BP"
"334","GO:0048646","anatomical structure formation involved in morphogenesis",1868,121,89.1,"0.00032",0.0131150464396285,"BP"
"335","GO:0010889","regulation of sequestering of triglyceride",21,6,1,"0.00034",0.0137642813455658,"BP"
"336","GO:0030730","sequestering of triglyceride",21,6,1,"0.00034",0.0137642813455658,"BP"
"337","GO:0015734","taurine transport",14,5,0.67,"0.00034",0.0137642813455658,"BP"
"338","GO:0042918","alkanesulfonate transport",14,5,0.67,"0.00034",0.0137642813455658,"BP"
"339","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",38,8,1.81,"0.00036",0.014529512195122,"BP"
"340","GO:0007492","endoderm development",80,12,3.82,"0.00039",0.015692462006079,"BP"
"341","GO:0046541","saliva secretion",4,3,0.19,"0.00042",0.0165968955223881,"BP"
"342","GO:0046877","regulation of saliva secretion",4,3,0.19,"0.00042",0.0165968955223881,"BP"
"343","GO:0046878","positive regulation of saliva secretion",4,3,0.19,"0.00042",0.0165968955223881,"BP"
"344","GO:0090184","positive regulation of kidney development",4,3,0.19,"0.00042",0.0165968955223881,"BP"
"345","GO:0090192","regulation of glomerulus development",4,3,0.19,"0.00042",0.0165968955223881,"BP"
"346","GO:0090193","positive regulation of glomerulus development",4,3,0.19,"0.00042",0.0165968955223881,"BP"
"347","GO:0010812","negative regulation of cell-substrate adhesion",59,10,2.81,"0.00044",0.0171820648967552,"BP"
"348","GO:0007423","sensory organ development",558,45,26.62,"0.00044",0.0171820648967552,"BP"
"349","GO:1903825","organic acid transmembrane transport",155,18,7.39,"0.00044",0.0171820648967552,"BP"
"350","GO:1905039","carboxylic acid transmembrane transport",155,18,7.39,"0.00044",0.0171820648967552,"BP"
"351","GO:0043010","camera-type eye development",326,30,15.55,"0.00047",0.0182995882352941,"BP"
"352","GO:0010891","negative regulation of sequestering of triglyceride",15,5,0.72,"0.00049",0.0189667251461988,"BP"
"353","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment",15,5,0.72,"0.00049",0.0189667251461988,"BP"
"354","GO:0007626","locomotory behavior",211,22,10.06,"0.00050",0.0192412790697674,"BP"
"355","GO:0086065","cell communication involved in cardiac conduction",60,10,2.86,"0.00050",0.0192412790697674,"BP"
"356","GO:0021955","central nervous system neuron axonogenesis",40,8,1.91,"0.00051",0.0195692173913043,"BP"
"357","GO:0098655","monoatomic cation transmembrane transport",862,63,41.12,"0.00053",0.0200461142857143,"BP"
"358","GO:0008582","regulation of synaptic assembly at neuromuscular junction",9,4,0.43,"0.00053",0.0200461142857143,"BP"
"359","GO:0009992","intracellular water homeostasis",9,4,0.43,"0.00053",0.0200461142857143,"BP"
"360","GO:0070341","fat cell proliferation",9,4,0.43,"0.00053",0.0200461142857143,"BP"
"361","GO:0071492","cellular response to UV-A",9,4,0.43,"0.00053",0.0200461142857143,"BP"
"362","GO:0050848","regulation of calcium-mediated signaling",107,14,5.1,"0.00056",0.0211204558404558,"BP"
"363","GO:0035584","calcium-mediated signaling using intracellular calcium source",23,6,1.1,"0.00058",0.0218126136363636,"BP"
"364","GO:0070252","actin-mediated cell contraction",120,15,5.72,"0.00059",0.022125835694051,"BP"
"365","GO:0015849","organic acid transport",316,29,15.07,"0.00061",0.0228112429378531,"BP"
"366","GO:0007601","visual perception",109,14,5.2,"0.00068",0.0251631404958678,"BP"
"367","GO:0050953","sensory perception of light stimulus",109,14,5.2,"0.00068",0.0251631404958678,"BP"
"368","GO:0002363","alpha-beta T cell lineage commitment",16,5,0.76,"0.00069",0.0251631404958678,"BP"
"369","GO:0006760","folic acid-containing compound metabolic process",16,5,0.76,"0.00069",0.0251631404958678,"BP"
"370","GO:0036035","osteoclast development",16,5,0.76,"0.00069",0.0251631404958678,"BP"
"371","GO:0042044","fluid transport",16,5,0.76,"0.00069",0.0251631404958678,"BP"
"372","GO:0051284","positive regulation of sequestering of calcium ion",16,5,0.76,"0.00069",0.0251631404958678,"BP"
"373","GO:0070588","calcium ion transmembrane transport",554,44,26.42,"0.00069",0.0251631404958678,"BP"
"374","GO:0006816","calcium ion transport",719,54,34.29,"0.00069",0.0251631404958678,"BP"
"375","GO:0048880","sensory system development",428,36,20.41,"0.00075",0.0271270491803279,"BP"
"376","GO:0048311","mitochondrion distribution",63,10,3,"0.00075",0.0271270491803279,"BP"
"377","GO:1902991","regulation of amyloid precursor protein catabolic process",63,10,3,"0.00075",0.0271270491803279,"BP"
"378","GO:0043268","positive regulation of potassium ion transport",53,9,2.53,"0.00082",0.0295780926430518,"BP"
"379","GO:0001953","negative regulation of cell-matrix adhesion",43,8,2.05,"0.00085",0.0302784042553191,"BP"
"380","GO:0070885","negative regulation of calcineurin-NFAT signaling cascade",43,8,2.05,"0.00085",0.0302784042553191,"BP"
"381","GO:0106057","negative regulation of calcineurin-mediated signaling",43,8,2.05,"0.00085",0.0302784042553191,"BP"
"382","GO:0032095","regulation of response to food",10,4,0.48,"0.00086",0.0302784042553191,"BP"
"383","GO:0032098","regulation of appetite",10,4,0.48,"0.00086",0.0302784042553191,"BP"
"384","GO:0035999","tetrahydrofolate interconversion",10,4,0.48,"0.00086",0.0302784042553191,"BP"
"385","GO:0060353","regulation of cell adhesion molecule production",10,4,0.48,"0.00086",0.0302784042553191,"BP"
"386","GO:2000317","negative regulation of T-helper 17 type immune response",10,4,0.48,"0.00086",0.0302784042553191,"BP"
"387","GO:2000320","negative regulation of T-helper 17 cell differentiation",10,4,0.48,"0.00086",0.0302784042553191,"BP"
"388","GO:0009263","deoxyribonucleotide biosynthetic process",17,5,0.81,"0.00094",0.0328330343007916,"BP"
"389","GO:0086064","cell communication by electrical coupling involved in cardiac conduction",17,5,0.81,"0.00094",0.0328330343007916,"BP"
"390","GO:0060456","positive regulation of digestive system process",25,6,1.19,"0.00094",0.0328330343007916,"BP"
"391","GO:0018242","protein O-linked glycosylation via serine",5,3,0.24,"0.00101",0.0350928608923885,"BP"
"392","GO:1903060","negative regulation of protein lipidation",5,3,0.24,"0.00101",0.0350928608923885,"BP"
"393","GO:0007605","sensory perception of sound",114,14,5.44,"0.00106",0.0367337172774869,"BP"
"394","GO:0008344","adult locomotory behavior",55,9,2.62,"0.00109",0.037674725848564,"BP"
"395","GO:0010881","regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion",35,7,1.67,"0.00115",0.0395420779220779,"BP"
"396","GO:0030534","adult behavior",90,12,4.29,"0.00115",0.0395420779220779,"BP"
"397","GO:0060347","heart trabecula formation",26,6,1.24,"0.00117",0.0398160925449872,"BP"
"398","GO:0070886","positive regulation of calcineurin-NFAT signaling cascade",26,6,1.24,"0.00117",0.0398160925449872,"BP"
"399","GO:0106058","positive regulation of calcineurin-mediated signaling",26,6,1.24,"0.00117",0.0398160925449872,"BP"
"400","GO:1903524","positive regulation of blood circulation",26,6,1.24,"0.00117",0.0398160925449872,"BP"
"401","GO:0030833","regulation of actin filament polymerization",270,25,12.88,"0.00124",0.041998730964467,"BP"
"402","GO:0051235","maintenance of location",505,40,24.09,"0.00125",0.041998730964467,"BP"
"403","GO:0002360","T cell lineage commitment",18,5,0.86,"0.00125",0.041998730964467,"BP"
"404","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",18,5,0.86,"0.00125",0.041998730964467,"BP"
"405","GO:0071318","cellular response to ATP",18,5,0.86,"0.00125",0.041998730964467,"BP"
"406","GO:0003413","chondrocyte differentiation involved in endochondral bone morphogenesis",11,4,0.52,"0.00130",0.0430235,"BP"
"407","GO:0007216","G protein-coupled glutamate receptor signaling pathway",11,4,0.52,"0.00130",0.0430235,"BP"
"408","GO:0046653","tetrahydrofolate metabolic process",11,4,0.52,"0.00130",0.0430235,"BP"
"409","GO:0051124","synaptic assembly at neuromuscular junction",11,4,0.52,"0.00130",0.0430235,"BP"
"410","GO:0070141","response to UV-A",11,4,0.52,"0.00130",0.0430235,"BP"
"411","GO:0008064","regulation of actin polymerization or depolymerization",286,26,13.64,"0.00130",0.0430235,"BP"
"412","GO:0061337","cardiac conduction",92,12,4.39,"0.00140",0.0462174563591023,"BP"
"413","GO:0014902","myotube differentiation",258,24,12.31,"0.00144",0.0474197014925373,"BP"
"414","GO:0002820","negative regulation of adaptive immune response",47,8,2.24,"0.00156",0.0512438709677419,"BP"
"415","GO:0008544","epidermis development",305,27,14.55,"0.00157",0.051444702970297,"BP"
"416","GO:0030166","proteoglycan biosynthetic process",37,7,1.76,"0.00161",0.0526251358024691,"BP"
"417","GO:0050954","sensory perception of mechanical stimulus",119,14,5.68,"0.00162",0.0526917936117936,"BP"
"418","GO:0043605","amide catabolic process",19,5,0.91,"0.00162",0.0526917936117936,"BP"
"419","GO:0003018","vascular process in circulatory system",232,22,11.07,"0.00175",0.056780637254902,"BP"
"420","GO:0045165","cell fate commitment",277,25,13.21,"0.00177",0.0572891442542787,"BP"
"421","GO:0010454","negative regulation of cell fate commitment",12,4,0.57,"0.00187",0.0602312895377129,"BP"
"422","GO:0071307","cellular response to vitamin K",12,4,0.57,"0.00187",0.0602312895377129,"BP"
"423","GO:0010882","regulation of cardiac muscle contraction by calcium ion signaling",38,7,1.81,"0.00190",0.060901210653753,"BP"
"424","GO:0042908","xenobiotic transport",38,7,1.81,"0.00190",0.060901210653753,"BP"
"425","GO:2001258","negative regulation of cation channel activity",71,10,3.39,"0.00192",0.0613936231884058,"BP"
"426","GO:0050748","negative regulation of lipoprotein metabolic process",6,3,0.29,"0.00194",0.0615868585131895,"BP"
"427","GO:1903943","regulation of hepatocyte apoptotic process",6,3,0.29,"0.00194",0.0615868585131895,"BP"
"428","GO:1903944","negative regulation of hepatocyte apoptotic process",6,3,0.29,"0.00194",0.0615868585131895,"BP"
"429","GO:0007167","enzyme-linked receptor protein signaling pathway",1087,73,51.85,"0.00202",0.0639731100478469,"BP"
"430","GO:0006766","vitamin metabolic process",60,9,2.86,"0.00204",0.0642988571428571,"BP"
"431","GO:0048729","tissue morphogenesis",911,63,43.45,"0.00204",0.0642988571428571,"BP"
"432","GO:0032874","positive regulation of stress-activated MAPK cascade",177,18,8.44,"0.00206",0.0646215165876777,"BP"
"433","GO:0098662","inorganic cation transmembrane transport",859,60,40.97,"0.00206",0.0646215165876777,"BP"
"434","GO:0072539","T-helper 17 cell differentiation",20,5,0.95,"0.00208",0.0649411320754717,"BP"
"435","GO:1902603","carnitine transmembrane transport",20,5,0.95,"0.00208",0.0649411320754717,"BP"
"436","GO:0009635","response to herbicide",2,2,0.1,"0.00227",0.0670764732142857,"BP"
"437","GO:0036031","recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex",2,2,0.1,"0.00227",0.0670764732142857,"BP"
